CodiceBelfiore;CodiceIstat;CodiceVia;DUG;DUF;CAP;QuartiereSobborgo
A182;6003;62787;VICOLO;DEI MUSICISTI ALESSANDRINI;15121;CENTRO
A182;6003;23403;VICOLO;PILA;15121;CENTRO
A182;6003;25003;VIALE;DELLA REPUBBLICA;15121;CENTRO
A182;6003;68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO
A182;6003;62731;VIALE;GIOVANNI FALCONE;15121;NORBERTO ROSA
A182;6003;68819;VIA;BAMBINI NELLA SHOAH;15121;GALIMBERTI
A182;6003;6204;VIA;CAMPO CONTUMACIALE;15121;ORTI
A182;6003;62773;VIA;CASTELCERIOLO DI CASCINAGROSSA;15122;CASCINAGROSSA
A182;6003;62774;VIA;CASTELCERIOLO DI SAN GIULIANO NUOVO;15122;SAN GIULIANO NUOVO
A182;6003;62710;VIA;CAVAGNINA;15122;SPINETTA MARENGO
A182;6003;19701;VIA;CRISTOFORO MOJA;15121;CENTRO
A182;6003;62820;VIA;DEI PRETI;15122;BORGO CITTADELLA
A182;6003;15752;VIA;DEL LEGNO;15121;CRISTO
A182;6003;18250;VIA;DELLA MECCANICA;15121;CRISTO
A182;6003;39903;VIA;DELLA PARROCCHIA;15122;CASTELCERIOLO
A182;6003;3990;VIA;DELLA REPUBBLICA IN CASTELCERIOLO;15122;CASTELCERIOLO
A182;6003;51701;VIA;DELLA REPUBBLICA IN SPINETTA MARENGO;15122;SPINETTA MARENGO
A182;6003;62745;VIA;DELL'AUTOMOBILE;15121;CRISTO
A182;6003;11725;VIA;DELL'ELETTRONICA;15121;CRISTO
A182;6003;14850;VIA;DELL'INDUSTRIA;15121;CRISTO
A182;6003;62700;VIA;DON ALESSANDRO BENZI;15121;CENTRO
A182;6003;9131;VIA;EGIDIO COCITO;15121;CRISTO
A182;6003;68841;VIA;FAUSTO COPPI;15121;EUROPA
A182;6003;3004;VIA;FRANCESCO CILEA;15121;ORTI
A182;6003;100008;VIA;FRATELLI TOMASSINI;15121;GALIMBERTI
A182;6003;62740;VIA;GIOVANNI DELAVO;15122;SPINETTA MARENGO
A182;6003;62511;VIA;LUCIANO SCASSI;15121;GALIMBERTI
A182;6003;100018;VIA;MADRE CLELIA MERLONI;15121;EUROPA
A182;6003;20305;VIA;MONTEBELLO;15121;CENTRO
A182;6003;28402;VIA;NAZARIO SAURO;15121;PISTA
A182;6003;62809;VIA;OTELLO FINZI;15122;SAN MICHELE
A182;6003;17688;VIA;PIETRO MASCAGNI;15121;ORTI
A182;6003;62771;VIA;RANA DI SPINETTA MARENGO;15122;SPINETTA MARENGO
A182;6003;62206;VIA;SAN DAMIANO;15122;VILLA DEL FORO
A182;6003;62600;VIA;SARDEGNA;15121;PISTA
A182;6003;62704;TANGENZIALE;SUD - EST;15121;CRISTO
A182;6003;62823;TANGENZIALE;SUD-EST DI CABANETTE;15122;CABANETTE
A182;6003;62824;TANGENZIALE;SUD-EST DI CANTALUPO;15122;CANTALUPO
A182;6003;58805;STRADA;CARLO FORLANINI IN VALMADONNA;15122;VALMADONNA
A182;6003;62810;STRADA;JOHN FITZGERALD KENNEDY IN CASTELCERIOLO;15122;CASTELCERIOLO
A182;6003;62811;STRADA;JOHN FITZGERALD KENNEDY IN SPINETTA MARENGO;15122;SPINETTA MARENGO
A182;6003;42360;STRADA;STATALE 35 BIS DEI GIOVI;15122;LITTA PARODI
A182;6003;100009;SOTTOPASSO;MARCO BOCCHIO;15121;CRISTO
A182;6003;100024;PIAZZETTA;CADUTI NELLA BATTAGLIA DI NIKOLAJEVA;15121;CENTRO
A182;6003;20204;PIAZZETTA;MONSERRATO;15121;CENTRO
A182;6003;68838;PIAZZALE;ALBA IULIA;15121;BORGO CITTADELLA
A182;6003;100014;PIAZZALE;ANTONIO MARTANO;15121;NORBERTO ROSA
A182;6003;100010;PIAZZALE;DOMENICO BALZA;15122;LITTA PARODI
A182;6003;62755;PIAZZALE;ENRICO BERLINGUER;15121;GALIMBERTI
A182;6003;68822;PIAZZALE;FERRUCCIO RAVAZZONI;15122;BORGO CITTADELLA
A182;6003;68820;PIAZZALE;FRANCOIS CHRISTOPHE KELLERMAN;15122;SPINETTA MARENGO
A182;6003;100015;PIAZZALE;GIORGIO MAGGI;15121;EUROPA
A182;6003;100011;PIAZZALE;GIUSEPPE CORNARA;15121;PISTA
A182;6003;100012;PIAZZALE;GRAZIA DELEDDA;15121;EUROPA
A182;6003;52618;PIAZZALE;GUIDO DONEGANI;15122;SPINETTA MARENGO
A182;6003;100020;PIAZZALE;VITTIME DELLA STRADA;15121;GALIMBERTI
A182;6003;62766;PIAZZA;11 SETTEMBRE 2001;15122;CANTALUPO
A182;6003;62751;PIAZZA;ADOLFO BALONCIERI;15122;CASTELCERIOLO
A182;6003;62821;PIAZZA;ANNIBALE CARETTA;15122;LOBBI
A182;6003;62708;PIAZZA;BEATA VERGINE IMMACOLATA;15122;SPINETTA MARENGO
A182;6003;62778;PIAZZA;CADUTI DI NASSIRIYA;15121;PISTA
A182;6003;62806;PIAZZA;CADUTI DI TUTTE LE GUERRE;15122;SAN GIULIANO NUOVO
A182;6003;62779;PIAZZA;CARLO BOCCASSI;15121;NORBERTO ROSA
A182;6003;62711;PIAZZA;CAVALIERI DI VITTORIO VENETO;15122;SAN MICHELE
A182;6003;62712;PIAZZA;DECORATI AL VALOR MILITARE;15121;CENTRO
A182;6003;13365;PIAZZA;DELLA GAMBARINA;15121;CENTRO
A182;6003;62707;PIAZZA;DELL'AERONAUTICA;15121;CRISTO
A182;6003;62807;PIAZZA;DON MARIO LOMBARDI;15122;LITTA PARODI
A182;6003;9801;PIAZZA;EUGENIO CURIEL;15121;SPINETTA MARENGO
A182;6003;62719;PIAZZA;GIOVANNI BARRERA;15122;SPINETTA MARENGO
A182;6003;62713;PIAZZA;GIOVANNI MAINO;15122;SPINETTA MARENGO
A182;6003;62724;PIAZZA;GIOVANNI PALATUCCI;15121;NORBERTO ROSA
A182;6003;62703;PIAZZA;MADRE TERESA DI CALCUTTA;15121;CENTRO
A182;6003;62776;PIAZZA;MARINAI D'ITALIA;15121;CENTRO
A182;6003;62733;PIAZZA;MAYNO DELLA SPINETTA;15122;SPINETTA MARENGO
A182;6003;62735;PIAZZA;NATALE VAZZANA;15122;SPINETTA MARENGO
A182;6003;32450;PIAZZA;ORESTE VILLA;15121;PISTA
A182;6003;62805;PIAZZA;OSVALDO LAURINI;15121;CRISTO
A182;6003;62762;PIAZZA;OTTO MARZO;15121;NORBERTO ROSA
A182;6003;22154;PIAZZA;PELIZZA DA VOLPEDO;15121;GALIMBERTI
A182;6003;14502;PIAZZA;PIERO GOBETTI;15121;CENTRO
A182;6003;62702;PIAZZA;PRINCIPESSA MAFALDA DI SAVOIA;15121;PISTA
A182;6003;62769;PIAZZA;RENZO ISBIGLIO;15121;CRISTO
A182;6003;62747;PIAZZA;SALVADOR ALLENDE;15121;CRISTO
A182;6003;3751;PIAZZA;SAN ROCCO IN CASCINAGROSSA;15122;CASCINAGROSSA
A182;6003;62754;PIAZZA;SANDRO PERTINI;15121;NORBERTO ROSA
A182;6003;29007;PIAZZA;SCUOLE;15121;CRISTO
A182;6003;31406;PIAZZA;VALFRE';15121;CENTRO
A182;6003;62786;PIAZZA;VALTER RIVERA;15121;CRISTO
A182;6003;62783;PIAZZA;VITTIME DELLA REPRESSIONE DEL MAGGIO 1898;15121;CRISTO
A182;6003;62760;PIAZZA;WALTER AUDISIO;15121;CENTRO
A182;6003;100016;PASSEGGIATA;ANTONINO CANDIDO MARCO TRICHES E MATTEO GASTALDO;15121;PISTA
A182;6003;62705;PASSEGGIATA;MADRE CAROLINA BELTRAMI;15121;CENTRO
A182;6003;29854;LUNGO;TANARO SOLFERINO;15121;CENTRO
A182;6003;62763;LARGO;6 NOVEMBRE 1994;15121;ORTI
A182;6003;68821;LARGO;AI CADUTI DELLA BATTAGLIA DI MARENGO;15122;SPINETTA MARENGO
A182;6003;34001;LARGO;CARLO ARLANTI;15122;CANTALUPO
A182;6003;62716;LARGO;MAESTRI DEL LAVORO D'ITALIA;15121;CENTRO
A182;6003;62706;LARGO;MONSIGNOR QUINTO GHO;15122;SPINETTA MARENGO
A182;6003;62800;LARGO;MUSEO DEL FERRO;15121;CENTRO
A182;6003;31608;VIA VECCHIA;TORINO;15121;BORGO CITTADELLA
A182;6003;22708;VIA;DELL'OSTERIETTA;15121;BORGO CITTADELLA
