Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
7110;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1471004.72995;4973054.67637
7111;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Utenze Sotterranee; Area Giochi;";Caduca;1471000.38122;4973054.8576
7112;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Marciapiede; Cavi Aerei; Utenze Sotterranee; Area Giochi;";Caduca;1470996.48549;4973055.22004
7113;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Lampione; Marciapiede; Cavi Aerei; Utenze Sotterranee; Area Giochi;";Caduca;1470996.72709;4973058.60288
7114;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Marciapiede; Cavi Aerei; Utenze Sotterranee; Area Giochi;";Caduca;1470997.05929;4973064.09999
7115;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Marciapiede; Cavi Aerei; Utenze Sotterranee; Area Giochi;";Caduca;1470997.33108;4973067.81507
7116;Ceppaia;;Gruppo;Prato;;No;2020-11-24;;;3) 50cm< & <=100cm;Idoneo;;;;"Cavi Aerei; Utenze Sotterranee; Area Giochi;";;1470997.69347;4973071.98321
7117;Albero;Acer Negundo;Gruppo;Prato;;No;2020-11-24;2.5;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;;;"Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1471003.58237;4973074.2485
7118;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1471003.21997;4973070.08036
7119;Ceppaia;;Gruppo;Prato;;No;2020-11-24;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Manufatto; Area Giochi;";;1471002.94818;4973066.09344
7120;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-11-24;2.5;1) < 10m;3) 50cm< & <=100cm;Idoneo;Mediocre;Pessimo;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1471002.67638;4973062.83142
7121;Albero;Acer Negundo;Gruppo;Prato;;No;2020-11-24;2.5;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;;;"Marciapiede; Cavi Aerei; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470996.24389;4973077.96358
7122;Albero;Acer Negundo;Gruppo;Prato;;No;2020-11-24;2.5;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;;;"Marciapiede; Utenze Sotterranee; Edifici; Area Giochi;";Caduca;1470991.35158;4973080.59131
7123;Albero;Abies Nordmanniana;Isolato;Prato;;No;2020-11-24;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Marciapiede; Cavi Aerei; Utenze Sotterranee; Area Giochi;";Sempreverde;1471003.12937;4973093.18634
7124;Albero;Tilia Platyphyllos;Filare;Buco nell'asfalto;;No;2024-08-29;2.5;4) 20 - 30m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470963.08488;4973104.42219
7125;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2020-11-24;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;C;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470963.84364;4973107.41238
7126;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470964.60241;4973110.40256
7127;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470965.36117;4973113.39275
7128;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470966.11993;4973116.38293
7129;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470966.87869;4973119.37312
7130;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";Caduca;1470967.63746;4973122.3633
7131;Fallanza;;Filare;Aiuola;;No;2020-11-24;;;;Idoneo;;;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Area Giochi;";;1470968.39622;4973125.35349
7132;Albero;Tilia Platyphyllos;Filare;Aiuola;;No;2024-08-29;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Area Giochi;";Caduca;1470969.15498;4973128.34367
7133;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2021-02-18;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470953.48146;4973150.72476
7134;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2021-02-12;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470954.67736;4973155.30971
7135;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2021-02-22;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470955.87326;4973159.89466
7136;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2021-02-22;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470957.06915;4973164.47962
7137;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2020-11-24;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470958.26505;4973169.06457
7138;Ceppaia;Robinia Pseudoacacia;Filare;Prato;;No;2021-02-22;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Area Giochi;";Caduca;1470959.46095;4973173.64952
7139;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470944.24042;4973178.27071
7140;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470943.68289;4973176.20058
7141;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Morto;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470943.12536;4973174.13045
7142;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470942.56783;4973172.06032
7143;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470942.01031;4973169.9902
7144;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470941.45278;4973167.92007
7145;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470940.89525;4973165.84994
7146;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Morto;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470940.33772;4973163.77981
7147;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470939.78019;4973161.70968
7148;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470939.22266;4973159.63955
7149;Ceppaia;;Filare;Prato;;No;2020-11-24;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Parcheggio; Area Giochi;";;1470938.66514;4973157.56943
7150;Albero;Populus Nigra 'Italica';Filare;Prato;;No;2020-11-24;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Pessimo;;"Utenze Sotterranee; Parcheggio; Area Giochi;";Caduca;1470938.10761;4973155.4993
338;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469751.31736;4972765.63806
10550;Ceppaia;Firmiana Simplex;Gruppo;Prato;;No;2020-11-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470463.18317;4972311.03812
10551;Ceppaia;Picea Abies;Gruppo;Prato;;No;2020-11-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Sempreverde;1470481.64852;4972311.03812
10552;Ceppaia;Tilia X Europaea;Gruppo;Prato;;No;2020-11-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470476.51925;4972308.21661
10553;Albero;Quercus Rubra;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470470.87706;4972305.52335
10554;Albero;Acer Platanoides;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470464.72195;4972302.57359
10555;Ceppaia;Acer Pseudoplatanus;Gruppo;Prato;;No;2020-10-29;;;2) 20cm< & <=50cm;Idoneo;;;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470471.51822;4972286.2858
10556;Albero;"Prunus Cerasifera ""Pissardii""";Gruppo;Prato;;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470462.54201;4972249.86269
10558;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Cantiere;";Caduca;1470428.89309199;4972290.6777508
10559;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470423.78458869;4972289.97225117
10560;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Cantiere;";Caduca;1470419.64893632;4972289.95182664
10561;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470416.46764965;4972289.50634611
10562;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio;";Caduca;1470412.17889534;4972289.37626019
10563;Ceppaia;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2018-07-02;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470406.71239936;4972288.95106319
10564;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470402.64320223;4972288.65523354
10565;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470398.11499393;4972288.27531055
339;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469756.14322;4972766.04209
10566;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470394.34209643;4972287.78728731
10567;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470390.25956529;4972287.68973957
10568;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470385.69810691;4972287.24355001
10569;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470381.18913066;4972287.04680859
10570;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio; Panchina;";Caduca;1470376.60785516;4972286.54077631
10571;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470372.44576839;4972286.22255262
10572;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470367.53394894;4972285.81083755
10573;Ceppaia;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2018-07-12;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470362.01357186;4972285.35039939
10574;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Ingombro Cono Visuale; Marciapiede; Utenze Sotterranee; Parcheggio;";Caduca;1470356.72794435;4972284.95378244
10575;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470353.18115249;4972284.48687918
10576;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470348.13540492;4972284.43811079
10577;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470343.50962054;4972284.00141118
10578;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470338.80809222;4972283.50398161
10579;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470334.64353657;4972283.14914301
10580;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Parcheggio; Panchina;";Caduca;1470329.61903992;4972282.8925979
10581;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470324.91522369;4972282.48071003
340;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469760.96908;4972766.44613
10733;Ceppaia;Cedrus Atlantica;Gruppo;Prato;;No;2020-11-02;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469395.99611;4974087.31902
10734;Ceppaia;Abies Alba;Gruppo;Prato;;No;2020-11-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469407.10952;4974086.39277
10735;Ceppaia;Calocedrus Decurrens;Gruppo;Prato;;No;2020-11-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469421.00127;4974093.64842
10736;Albero;Fraxinus Excelsior;Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469434.73867;4974110.47534
10737;Albero;Ginkgo Biloba;Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469432.26903;4974112.79097
10738;Albero;Picea Abies;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469446.31513;4974109.08596
10739;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469450.63701;4974116.03286
10740;Albero;Picea Abies;Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469458.97206;4974103.8372
10741;Albero;Ginkgo Biloba;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469462.52218;4974110.16659
10742;Albero;Calocedrus Decurrens;Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469469.15935;4974110.16659
10743;Albero;Cedrus Atlantica 'Glauca';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469465.14618;4974119.42912
10744;Albero;Cedrus Atlantica 'Glauca';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469468.54194;4974114.4891
10745;Albero;Cedrus Atlantica 'Glauca';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469470.70288;4974121.89913
10746;Albero;Platanus Sp.;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469479.03793;4974128.22852
371;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;3;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469734.67646;4972772.3878
10747;Albero;Pinus Nigra;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;3) 50cm< & <=100cm;Idoneo;Mediocre;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469464.68312;4974126.68477
10748;Albero;Pinus Nigra;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469469.93111;4974141.96794
10749;Albero;Pinus Nigra;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469465.76359;4974144.43794
10750;Albero;Pinus Nigra;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469469.46805;4974148.29733
10751;Ceppaia;Abies Alba;Gruppo;Prato;;No;2020-11-02;;;3) 50cm< & <=100cm;Idoneo;;;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1469441.99325;4974133.63166
10752;Albero;Tilia X Europaea;Gruppo;Prato;;No;2024-11-28;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Mediocre;Mediocre;C;"Utenze Sotterranee; Manufatto; Area Giochi; Vialetto Pedonale; Panchina;";Caduca;1469448.63042;4974130.08103
10753;Albero;Tilia X Europaea;Gruppo;Prato;;No;2023-04-21;;3) 16 - 20m;3) 50cm< & <=100cm;Costipato;Mediocre;Mediocre;C;"Lampione; Area Giochi; Vialetto Pedonale;";Caduca;1469450.79136;4974125.29539
10754;Albero;Tilia X Europaea;Gruppo;Prato;;No;2023-04-21;;3) 16 - 20m;3) 50cm< & <=100cm;Costipato;Mediocre;Mediocre;C;"Lampione; Area Giochi; Vialetto Pedonale;";Caduca;1469451.10007;4974120.50975
10755;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469451.87183;4974155.24423
10756;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469459.56742;4974153.72253
10757;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469467.26301;4974152.20083
10758;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469474.9586;4974150.67913
10759;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469482.6542;4974149.15742
10760;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469490.34979;4974147.63572
10761;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469498.04538;4974146.11402
10762;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469505.74097;4974144.59232
