Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
373;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469723.69346;4972771.38959
10763;Albero;Tilia X Europaea;Gruppo;Buco nell'asfalto;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469517.62613;4974148.45171
10764;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469507.90191;4974150.92171
10765;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469501.32262;4974152.48476
10766;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469494.74333;4974154.04782
10767;Albero;Tilia X Europaea;Gruppo;Prato;;No;2020-10-29;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469488.16404;4974155.61087
9578;Albero;Acer Pseudoplatanus;Gruppo;Prato;POLICORMICO;No;2023-12-21;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1469992.04435;4972031.14769
9579;Albero;Pinus Wallichiana;Gruppo;Prato;;No;2017-12-17;;1) < 10m;1) <= 20cm;Idoneo;Morto;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Sempreverde;1469988.51799;4972038.20146
9580;Albero;Acer Pseudoplatanus;Gruppo;Prato;POLICORMICO;No;2017-12-17;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1469997.17362;4972029.22393
9580;Albero;Fagus Sylvatica;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470110.34866;4971905.35543
9581;Albero;Liriodendron Tulipifera;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470102.80437;4971917.32547
9582;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470097.51482;4971922.13486
9583;Albero;Ailanthus Altissima;Gruppo;Prato;;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470097.35453;4971930.15051
9584;Albero;Acer Pseudoplatanus;Gruppo;Prato;A CEPPAIA;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Mediocre;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470088.37832;4971930.31082
9585;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470088.37832;4971941.85335
9586;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470080.20356;4971942.01367
9587;Albero;Acer Platanoides;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470079.5624;4971948.90713
9588;Albero;Acer Platanoides;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470067.62617;4971958.20528
9589;Albero;Acer Platanoides;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470067.70098;4971966.06061
277;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469472.5823;4972741.52677
9590;Albero;Acer Saccharinum;Gruppo;Prato;POLICORMICO;No;2017-12-31;;3) 16 - 20m;4) >100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470066.95296;4971978.90702
9591;Albero;Cedrus Atlantica 'Glauca';Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470071.06706;4971985.77911
9592;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470075.15979;4971992.4695
9593;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470083.24906;4971994.11539
9594;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470089.17976;4972000.04696
9595;Albero;"Pyrus Calleryana ""Chanticleer""";Gruppo;Prato;POLICORMICO;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470103.62719;4972006.54499
9596;Albero;Betula Pendula;Gruppo;Prato;POLICORMICO;No;2017-12-31;;2) 10 - 16m;4) >100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470105.15529;4972014.43238
9597;Albero;Betula Pendula;Gruppo;Prato;POLICORMICO;No;2017-12-31;;2) 10 - 16m;4) >100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470112.64614;4972017.21115
9598;Albero;;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";;1470118.99361;4972021.84953
9599;Albero;Cedrus Atlantica 'Glauca';Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470160.61543;4972080.73784
9600;Albero;Betula Pendula;Gruppo;Prato;POLICORMICO;No;2017-12-31;;2) 10 - 16m;4) >100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470145.9543;4972072.86113
9601;Albero;Acer Saccharinum;Gruppo;Prato;POLICORMICO;No;2023-12-21;;3) 16 - 20m;4) >100cm;Idoneo;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470131.97705;4972076.35595
9602;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470127.80953;4972064.49279
9603;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470132.7785;4972057.91995
9604;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470132.45792;4972048.78211
9605;Albero;Punica Granatum;Gruppo;Prato;POLICORMICO;No;2017-12-31;;1) < 10m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470123.96258;4972039.9649
278;Ceppaia;;Filare;;;No;2007-12-05;;;2) 20cm< & <=50cm;Ricoperto;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";;1469478.47317;4972742.07578
9606;Albero;Quercus Rubra;Gruppo;Prato;POLICORMICO;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470112.74232;4972031.46831
9607;Albero;Magnolia Grandiflora;Gruppo;Prato;;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1470097.03396;4972022.49078
9608;Albero;Prunus Avium;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1470094.14874;4972030.02549
10105;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470364.78986;4971950.14764
10106;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470365.60658;4971957.8045
10107;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470366.42329;4971965.46135
10108;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470367.24;4971973.1182
10109;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470368.05672;4971980.77506
10110;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470368.87343;4971988.43191
10111;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470369.69014;4971996.08876
311;Ceppaia;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2017-12-31;;;3) 50cm< & <=100cm;Ricoperto;;;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469626.67702;4972763.23763
10112;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470370.50686;4972003.74562
10113;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470371.32357;4972011.40247
10114;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470372.14028;4972019.05932
10115;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470372.95699;4972026.71617
10116;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470373.77371;4972034.37303
10117;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470374.59042;4972042.02988
10118;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470375.40713;4972049.68673
10119;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470376.22385;4972057.34359
10120;Albero;Tilia X Europaea;Gruppo;Prato;;No;2023-05-05;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale; Panchina;";Caduca;1470377.04056;4972065.00044
10121;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470372.07922;4972058.45051
10122;Albero;Tilia X Europaea;Gruppo;Prato;;No;2023-05-05;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;B;"Vicinanza Albero;";Caduca;1470366.91943;4972047.73244
10123;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470361.75963;4972051.50362
10124;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470356.20293;4972045.15217
10125;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470349.65396;4972039.99162
10126;Albero;Acer Platanoides 'Krimson King';Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470365.53025;4972027.28872
10127;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1470365.13334;4972015.18128
314;Ceppaia;Platanus Orientalis;Filare;Aiuola;;No;2023-09-13;;;2) 20cm< & <=50cm;Idoneo;;;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469595.55854;4972760.57576
10128;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1470362.55345;4971998.90569
10129;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1470361.75963;4971981.83618
10130;Albero;Acer Platanoides 'Krimson King';Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470359.37819;4971965.56059
10131;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470356.79829;4971955.23949
10132;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470357.98901;4971944.32294
10133;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470354.21839;4971932.41397
10134;Albero;Acer Platanoides 'Krimson King';Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470356.00448;4971918.52018
10135;Albero;Pinus Nigra;Gruppo;Prato;;No;2017-12-31;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Mediocre;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Sempreverde;1470352.63076;4971906.21425
10136;Albero;Tilia X Europaea;Gruppo;Prato;;No;2017-12-31;;;;-;;;;"Lampione; Marciapiede; Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1470352.63076;4971896.68708
10582;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470320.4427172;4972282.21894013
10583;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Parcheggio;";Caduca;1470315.79956172;4972281.75332477
10584;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470311.28797406;4972281.48983395
10585;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Parcheggio;";Caduca;1470306.23671843;4972281.08147832
10586;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470301.27746638;4972280.68682767
10588;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Parcheggio;";Caduca;1470292.73611975;4972279.89572378
10591;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Parcheggio;";Caduca;1470291.93382254;4972288.85732926
10593;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio;";Caduca;1470299.89570678;4972289.59805275
10594;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470304.85098369;4972289.96294165
10595;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio;";Caduca;1470309.03095758;4972290.17337338
10596;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470314.79003658;4972290.97321117
10597;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470319.5551638;4972291.14389946
341;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469765.79494;4972766.85016
10598;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470323.57130626;4972291.54599406
10599;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio;";Caduca;1470328.63253393;4972291.79396399
10601;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;;2) 20cm< & <=50cm;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470337.38149204;4972292.58682487
10602;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2017-12-31;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470342.29594169;4972292.90535144
10603;Ceppaia;Acer Negundo;Filare;Buco nell'asfalto;;No;2024-08-08;;;3) 50cm< & <=100cm;Ricoperto;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Parcheggio; Vicinanza Albero;";Caduca;1470346.91211349;4972293.33598695
10604;Fallanza;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470351.77703969;4972293.71392878
10605;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Buono;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio;";Caduca;1470355.38380913;4972293.98164234
10606;Fallanza;"Prunus Cerasifera ""Pissardii""";Filare;Buco nell'asfalto;;No;2023-05-19;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio; Vialetto Pedonale;";Caduca;1470360.76438446;4972294.53244121
10607;Albero;Acer Negundo;Filare;Buco nell'asfalto;;No;2023-05-19;;1) < 10m;1) <= 20cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Parcheggio;";Caduca;1470366.16599079;4972294.90905188
